essay_id,total_score,n_phrases,PH_level_coverage,PH_ratio_A1,PH_ratio_A2,PH_ratio_B1,PH_ratio_B2,PH_ratio_C1,PH_ratio_C2,PH_ratio_A,PH_ratio_B,PH_ratio_C,PH_ratio_AboveB1,PH_ratio_AboveB2,PH_mean_score,PH_high_low_ratio,PH_score_var,PH_pv_ratio,PH_multi_ratio
TR529*0100*2000*02_A2,30.0,11,1.0,0.0,0.5454545454545454,0.18181818181818182,0.2727272727272727,0.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.45454545454545453,0.2727272727272727,2.727272727272727,0.8333333333333334,0.7438016528925622,0.09090909090909091,0.18181818181818182
TR531*0100*2000*02_A1,21.0,4,1.0,0.5,0.0,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.5,0.25,2.25,1.0,1.6875,0.25,0.0
TR531*0100*2000*02_A3,21.0,10,1.0,0.2,0.3,0.4,0.1,0.0,0.0,0.5,0.5,0.0,0.5,0.1,2.4,1.0,0.8400000000000001,0.1,0.4
TR533*0100*2000*02_A1,26.0,5,1.0,0.2,0.0,0.6,0.2,0.0,0.0,0.2,0.8,0.0,0.8,0.2,2.8,4.0,0.96,0.2,0.0
TR533*0100*2000*02_A4,26.0,12,1.0,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.5,1.888888888888889,0.08333333333333333,0.08333333333333333
TR538*0100*2000*02_A1,23.0,8,1.0,0.375,0.125,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.5,0.25,2.375,1.0,1.484375,0.25,0.0
TR538*0100*2000*02_A2,23.0,10,1.0,0.1,0.4,0.4,0.1,0.0,0.0,0.5,0.5,0.0,0.5,0.1,2.5,1.0,0.65,0.0,0.0
TR543*0100*2000*02_A1,35.0,11,1.0,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,2.0,0.375,2.1818181818181817,0.09090909090909091,0.0
TR543*0100*2000*02_A4,35.0,9,0.8888888888888888,0.0,0.75,0.125,0.0,0.125,0.0,0.75,0.125,0.125,0.25,0.125,2.5,0.3333333333333333,1.0,0.0,0.6666666666666666
TR553*0100*2000*02_A4,29.0,7,1.0,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,3.2857142857142856,0.75,3.0612244897959187,0.14285714285714285,0.2857142857142857
TR554*0100*2000*02_A1,27.0,6,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.5,0.0,0.5,0.16666666666666666,2.3333333333333335,1.0,1.2222222222222223,0.0,0.3333333333333333
TR554*0100*2000*02_A2,27.0,12,0.9166666666666666,0.18181818181818182,0.18181818181818182,0.0,0.36363636363636365,0.2727272727272727,0.0,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.6363636363636364,0.6363636363636364,3.3636363636363638,1.75,2.2314049586776865,0.08333333333333333,0.25
TR42*0100*2000*02_A1,25.0,6,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,2.3333333333333335,2.0,0.888888888888889,0.16666666666666666,0.0
TR42*0100*2000*02_A4,25.0,9,1.0,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.1111111111111111,2.6666666666666665,0.8,1.7777777777777777,0.2222222222222222,0.4444444444444444
TR50*0100*2000*02_A1,19.0,7,1.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.5714285714285714,4.0,6.0,1.7142857142857142,0.42857142857142855,0.14285714285714285
TR50*0100*2000*02_A3,19.0,9,1.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.4444444444444444,3.0,2.0,1.1111111111111112,0.0,0.3333333333333333
TR54*0100*2000*02_A1,31.0,9,1.0,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,1.7777777777777777,0.5,0.8395061728395061,0.1111111111111111,0.0
TR54*0100*2000*02_A4,31.0,9,1.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.3333333333333333,2.7777777777777777,1.25,1.0617283950617287,0.2222222222222222,0.2222222222222222
TR587*0100*2000*02_A1,24.0,3,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,4.0,nan,2.0,0.3333333333333333,0.0
TR587*0100*2000*02_A4,24.0,14,1.0,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0.5,0.35714285714285715,0.14285714285714285,0.5,0.21428571428571427,2.857142857142857,1.0,2.2653061224489797,0.21428571428571427,0.21428571428571427
TR591*0100*2000*02_A1,18.0,8,1.0,0.375,0.25,0.25,0.0,0.0,0.125,0.625,0.25,0.125,0.375,0.125,2.375,0.6,2.484375,0.125,0.125
TR591*0100*2000*02_A3,18.0,12,0.9166666666666666,0.09090909090909091,0.0,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.18181818181818182,3.090909090909091,10.0,0.8099173553719008,0.08333333333333333,0.25
TR602*0100*2000*02_A1,25.0,7,1.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.14285714285714285,2.7142857142857144,1.3333333333333333,2.489795918367347,0.0,0.14285714285714285
TR602*0100*2000*02_A2,25.0,10,1.0,0.3,0.4,0.3,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.0,2.0,0.42857142857142855,0.6,0.0,0.3
TR606*0100*2000*02_A1,38.0,13,1.0,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.5384615384615384,0.23076923076923078,2.6923076923076925,1.1666666666666667,2.982248520710059,0.07692307692307693,0.0
TR606*0100*2000*02_A4,38.0,8,0.875,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,2.2857142857142856,0.4,0.7755102040816327,0.0,0.5
TR617*0100*2000*02_A1,25.0,6,1.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,2.1666666666666665,0.5,3.472222222222222,0.3333333333333333,0.3333333333333333
TR617*0100*2000*02_A3,25.0,13,1.0,0.3076923076923077,0.0,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.6923076923076923,0.15384615384615385,2.6153846153846154,2.25,1.467455621301775,0.07692307692307693,0.15384615384615385
TR624*0100*2000*02_A1,32.0,3,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,1.6666666666666667,0.5,0.888888888888889,0.0,0.0
TR624*0100*2000*02_A3,32.0,6,1.0,0.0,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,3.3333333333333335,5.0,0.888888888888889,0.0,0.3333333333333333
TR634*0100*2000*02_A1,33.0,9,1.0,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.4444444444444444,3.2222222222222223,3.5,2.17283950617284,0.1111111111111111,0.0
TR634*0100*2000*02_A4,33.0,8,1.0,0.125,0.375,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.5,0.25,2.625,1.0,0.984375,0.0,0.25
TR638*0100*2000*02_A1,17.0,8,1.0,0.25,0.375,0.125,0.25,0.0,0.0,0.625,0.375,0.0,0.375,0.25,2.375,0.6,1.234375,0.0,0.0
TR638*0100*2000*02_A4,17.0,15,0.9333333333333333,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.0,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.6428571428571429,0.2857142857142857,3.2857142857142856,1.8,2.346938775510204,0.2,0.13333333333333333
TR639*0100*2000*02_A1,21.0,7,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,2.2857142857142856,0.75,1.0612244897959184,0.0,0.14285714285714285
TR639*0100*2000*02_A2,21.0,8,0.875,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.0,2.4285714285714284,0.75,0.24489795918367344,0.0,0.125
TR682*0100*2000*02_A1,33.0,9,1.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3333333333333333,3.111111111111111,2.0,2.5432098765432096,0.1111111111111111,0.1111111111111111
TR682*0100*2000*02_A2,33.0,8,1.0,0.25,0.125,0.125,0.5,0.0,0.0,0.375,0.625,0.0,0.625,0.5,2.875,1.6666666666666667,1.609375,0.0,0.0
TR93*0100*2000*02_A1,23.0,10,1.0,0.5,0.2,0.1,0.1,0.1,0.0,0.7,0.2,0.1,0.3,0.2,2.1,0.42857142857142855,1.8900000000000001,0.1,0.0
TR93*0100*2000*02_A4,23.0,10,1.0,0.2,0.2,0.4,0.1,0.0,0.1,0.4,0.5,0.1,0.6,0.2,2.8,1.5,1.9600000000000002,0.2,0.3
TR70*0100*2000*02_A1,32.0,7,1.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,1.0,0.42857142857142855,3.7142857142857144,nan,1.0612244897959184,0.2857142857142857,0.0
TR70*0100*2000*02_A3,32.0,14,1.0,0.14285714285714285,0.0,0.42857142857142855,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.42857142857142855,3.357142857142857,6.0,1.6581632653061222,0.14285714285714285,0.2857142857142857
TR94*0100*2000*02_A1,30.0,6,1.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.0,0.2,3.3333333333333335,0.16666666666666666,0.16666666666666666
TR94*0100*2000*02_A2,30.0,12,1.0,0.25,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.6666666666666666,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666,2.3333333333333335,0.5,1.388888888888889,0.25,0.25
TR704*0100*2000*02_A1,29.0,10,1.0,0.4,0.2,0.2,0.1,0.0,0.1,0.6,0.3,0.1,0.4,0.2,2.4,0.6666666666666666,2.44,0.2,0.2
TR704*0100*2000*02_A4,29.0,8,1.0,0.0,0.125,0.5,0.125,0.125,0.125,0.125,0.625,0.25,0.875,0.375,3.625,7.0,1.484375,0.0,0.125
TR708*0100*2000*02_A1,30.0,11,1.0,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.6363636363636364,0.36363636363636365,2.8181818181818183,1.75,1.7851239669421484,0.18181818181818182,0.09090909090909091
TR708*0100*2000*02_A4,30.0,15,0.9333333333333333,0.0,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.5,0.7142857142857143,0.5714285714285714,4.0,2.5,2.4285714285714284,0.3333333333333333,0.26666666666666666
TR730*0100*2000*02_A1,29.0,4,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.5,5.555555555555556,0.0,0.5
TR730*0100*2000*02_A3,29.0,14,0.8571428571428571,0.25,0.16666666666666666,0.4166666666666667,0.0,0.0,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.5833333333333334,0.16666666666666666,2.8333333333333335,1.4,2.638888888888889,0.07142857142857142,0.42857142857142855
TR745*0100*2000*02_A1,17.0,4,1.0,0.0,0.25,0.25,0.0,0.0,0.5,0.25,0.25,0.5,0.75,0.5,4.25,3.0,3.1875,0.0,0.0
TR745*0100*2000*02_A3,17.0,4,1.0,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.75,0.25,1.0,0.5,3.75,nan,0.6875,0.0,0.25
TR752*0100*2000*02_A1,32.0,16,0.9375,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.0,0.2,0.4,0.4,0.2,0.6,0.4666666666666667,3.3333333333333335,1.5,2.755555555555556,0.0625,0.1875
TR752*0100*2000*02_A2,32.0,21,1.0,0.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.047619047619047616,0.0,0.2857142857142857,0.6666666666666666,0.047619047619047616,0.7142857142857143,0.38095238095238093,3.142857142857143,2.5,0.7891156462585035,0.0,0.047619047619047616
TR792*0100*2000*02_A1,26.0,9,1.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.5555555555555556,0.3333333333333333,2.888888888888889,1.25,2.9876543209876543,0.1111111111111111,0.0
TR792*0100*2000*02_A3,26.0,10,1.0,0.3,0.1,0.4,0.1,0.1,0.0,0.4,0.5,0.1,0.6,0.2,2.6,1.5,1.6400000000000001,0.2,0.3
TR831*0100*2000*02_A1,25.0,5,0.8,0.25,0.0,0.5,0.0,0.0,0.25,0.25,0.5,0.25,0.75,0.25,3.25,3.0,3.1875,0.2,0.2
TR831*0100*2000*02_A3,25.0,10,1.0,0.0,0.4,0.2,0.3,0.1,0.0,0.4,0.5,0.1,0.6,0.4,3.1,1.5,1.0900000000000003,0.1,0.0
TR839*0100*2000*02_A1,29.0,9,0.8888888888888888,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.5,0.0,0.5,0.25,2.5,1.0,1.25,0.1111111111111111,0.2222222222222222
TR839*0100*2000*02_A3,29.0,13,1.0,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.6923076923076923,0.3076923076923077,3.0,2.25,2.1538461538461537,0.15384615384615385,0.3076923076923077
TR847*0100*2000*02_A1,26.0,3,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,2.6666666666666665,2.0,0.22222222222222224,0.0,0.3333333333333333
TR847*0100*2000*02_A2,26.0,6,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,2.8333333333333335,2.0,1.1388888888888888,0.0,0.0
TR855*0100*2000*02_A1,26.0,5,1.0,0.2,0.2,0.4,0.2,0.0,0.0,0.4,0.6,0.0,0.6,0.2,2.6,1.5,1.0400000000000003,0.2,0.0
TR855*0100*2000*02_A4,26.0,13,0.6153846153846154,0.25,0.5,0.125,0.0,0.0,0.125,0.75,0.125,0.125,0.25,0.125,2.375,0.3333333333333333,2.234375,0.3076923076923077,0.5384615384615384
TR860*0100*2000*02_A1,33.0,6,0.8333333333333334,0.2,0.2,0.6,0.0,0.0,0.0,0.4,0.6,0.0,0.6,0.0,2.4,1.5,0.64,0.16666666666666666,0.3333333333333333
TR860*0100*2000*02_A2,33.0,7,1.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.0,2.142857142857143,0.75,0.6938775510204082,0.0,0.14285714285714285
TR865*0100*2000*02_A1,33.0,9,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,2.4444444444444446,1.25,1.3580246913580245,0.1111111111111111,0.1111111111111111
TR865*0100*2000*02_A2,33.0,16,1.0,0.1875,0.5625,0.1875,0.0625,0.0,0.0,0.75,0.25,0.0,0.25,0.0625,2.125,0.3333333333333333,0.609375,0.0,0.1875
TR866*0100*2000*02_A1,23.0,8,1.0,0.25,0.25,0.125,0.25,0.0,0.125,0.5,0.375,0.125,0.5,0.375,2.875,1.0,2.609375,0.25,0.0
TR866*0100*2000*02_A2,23.0,14,1.0,0.0,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.5,0.21428571428571427,0.7142857142857143,0.2857142857142857,3.2857142857142856,2.5,1.489795918367347,0.0,0.07142857142857142
TR872*0100*2000*02_A1,30.0,8,1.0,0.375,0.125,0.375,0.0,0.0,0.125,0.5,0.375,0.125,0.5,0.125,2.5,1.0,2.5,0.125,0.0
TR872*0100*2000*02_A4,30.0,8,1.0,0.0,0.375,0.375,0.125,0.125,0.0,0.375,0.5,0.125,0.625,0.25,3.0,1.6666666666666667,1.0,0.375,0.25
TR875*0100*2000*02_A1,39.0,12,1.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.25,0.0,0.16666666666666666,0.25,0.5833333333333334,0.16666666666666666,0.75,0.4166666666666667,3.3333333333333335,3.0,2.388888888888889,0.08333333333333333,0.0
TR875*0100*2000*02_A4,39.0,11,1.0,0.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0,0.0,0.45454545454545453,0.5454545454545454,0.0,0.5454545454545454,0.18181818181818182,2.727272727272727,1.2,0.5619834710743803,0.09090909090909091,0.2727272727272727
TR891*0100*2000*02_A1,38.0,9,1.0,0.0,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.8888888888888888,0.2222222222222222,3.2222222222222223,8.0,0.6172839506172839,0.1111111111111111,0.2222222222222222
TR891*0100*2000*02_A2,38.0,19,1.0,0.0,0.42105263157894735,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.0,0.42105263157894735,0.42105263157894735,0.15789473684210525,0.5789473684210527,0.42105263157894735,3.1578947368421053,1.375,1.2908587257617727,0.10526315789473684,0.15789473684210525
